,week_of,show_name,show_type,theatre,num_previews,num_performances,grosses,attendance,pct_capacity
9,1991-10-13,ONCE ON THIS ISLAND,Musical,Booth,0,8,123248.0,4693,0.73
10,1991-10-13,SIX DEGREES OF SEPARATION,Play,Vivian Beaumont,0,8,208152.0,6044,0.72
11,1991-10-13,THE HOMECOMING,Play,Criterion,7,0,63413.0,2651,0.76
12,1991-10-13,THE PHANTOM OF THE OPERA,Musical,Majestic,0,8,638634.0,13096,1.02
13,1991-10-13,THE SECRET GARDEN,Musical,St. James,0,8,414623.0,9656,0.73
14,1991-10-13,WILL ROGERS' FOLLIES,Musical,Palace,0,8,575749.0,11472,1.01
15,1991-10-13,WONDERHOUSE,Musical,Broadhurst,4,0,27462.0,1390,0.29
0,1991-10-20,CATS,Musical,Winter Garden,0,8,459233.0,10405,0.88
1,1991-10-20,CITY OF ANGELS,Musical,Virginia,0,8,342326.0,8093,0.83
2,1991-10-20,DANCING AT LUGHNASA,Play,Plymouth,8,0,185068.0,6584,0.79
3,1991-10-20,GRAND HOTEL,Musical,Martin Beck,0,8,340961.0,8780,0.85
4,1991-10-20,LES MISÉRABLES,Musical,Imperial,0,8,488611.0,10385,0.92
5,1991-10-20,LOST IN YONKERS,Play,Richard Rodgers,0,8,296657.0,8738,0.8
6,1991-10-20,MISS SAIGON,Musical,Broadway,0,8,771361.0,14088,1.0
7,1991-10-20,NICK & NORA,Musical,Marquis,8,0,427966.0,12437,0.99
8,1991-10-20,ON BORROWED TIME,Play,Circle In The Square,0,8,94930.0,3921,0.81
9,1991-10-20,ONCE ON THIS ISLAND,Musical,Booth,0,8,100816.0,4362,0.68
10,1991-10-20,SIX DEGREES OF SEPARATION,Play,Vivian Beaumont,0,8,179381.0,5260,0.62
11,1991-10-20,THE HOMECOMING,Play,Criterion,8,0,80446.0,3336,0.84
12,1991-10-20,THE PHANTOM OF THE OPERA,Musical,Majestic,0,8,640027.0,13096,1.02
13,1991-10-20,THE SECRET GARDEN,Musical,St. James,0,8,396916.0,9654,0.73
14,1991-10-20,WILL ROGERS' FOLLIES,Musical,Palace,0,8,579719.0,11225,0.99
15,1991-10-20,WONDERHOUSE,Musical,Broadhurst,7,1,35777.0,2154,0.23
0,1991-10-27,CATS,Musical,Winter Garden,0,8,451713.0,10461,0.88
1,1991-10-27,CITY OF ANGELS,Musical,Virginia,0,8,342037.0,8034,0.82
2,1991-10-27,DANCING AT LUGHNASA,Play,Plymouth,3,5,207254.0,6923,0.83
3,1991-10-27,GRAND HOTEL,Musical,Martin Beck,0,8,336982.0,9060,0.88
4,1991-10-27,LES MISÉRABLES,Musical,Imperial,0,8,488088.0,10729,0.95
5,1991-10-27,LOST IN YONKERS,Play,Richard Rodgers,0,8,301908.0,8866,0.81
6,1991-10-27,MISS SAIGON,Musical,Broadway,0,8,777898.0,14088,1.0
7,1991-10-27,NICK & NORA,Musical,Marquis,8,0,456667.0,12380,0.98
8,1991-10-27,ON BORROWED TIME,Play,Circle In The Square,0,8,89769.0,3620,0.75
9,1991-10-27,ONCE ON THIS ISLAND,Musical,Booth,0,8,99713.0,4271,0.67
10,1991-10-27,SIX DEGREES OF SEPARATION,Play,Vivian Beaumont,0,8,181185.0,5421,0.64
11,1991-10-27,THE HOMECOMING,Play,Criterion,8,1,78489.0,3494,0.78
12,1991-10-27,THE PHANTOM OF THE OPERA,Musical,Majestic,0,8,640743.0,13096,1.02
13,1991-10-27,THE SECRET GARDEN,Musical,St. James,0,8,390345.0,9637,0.73
14,1991-10-27,WILL ROGERS' FOLLIES,Musical,Palace,0,8,583702.0,11283,0.99
15,1991-10-27,WONDERHOUSE,Musical,Broadhurst,0,8,32792.0,1795,0.19
0,1991-11-03,CATS,Musical,Winter Garden,0,8,416525.0,10041,0.85
1,1991-11-03,CITY OF ANGELS,Musical,Virginia,0,8,296816.0,7346,0.75
2,1991-11-03,DANCING AT LUGHNASA,Play,Plymouth,0,8,225468.0,7836,0.94
3,1991-11-03,GRAND HOTEL,Musical,Martin Beck,0,8,294857.0,7936,0.77
4,1991-11-03,LES MISÉRABLES,Musical,Imperial,0,8,457357.0,9920,0.88
5,1991-11-03,LOST IN YONKERS,Play,Richard Rodgers,0,8,245369.0,7500,0.69
6,1991-11-03,MISS SAIGON,Musical,Broadway,0,8,784499.0,14088,1.0
7,1991-11-03,NICK & NORA,Musical,Marquis,8,0,441733.0,11907,0.94
8,1991-11-03,ON BORROWED TIME,Play,Circle In The Square,0,8,78726.0,3228,0.67
9,1991-11-03,ONCE ON THIS ISLAND,Musical,Booth,0,8,90910.0,3778,0.59
10,1991-11-03,PARK YOUR CAR IN HARVARD YARD,Play,Music Box,5,0,56827.0,3120,0.62
11,1991-11-03,SIX DEGREES OF SEPARATION,Play,Vivian Beaumont,0,8,160201.0,4809,0.57
12,1991-11-03,THE HOMECOMING,Play,Criterion,0,8,80669.0,3518,0.88
13,1991-11-03,THE PHANTOM OF THE OPERA,Musical,Majestic,0,8,642724.0,13096,1.02
14,1991-11-03,THE SECRET GARDEN,Musical,St. James,0,8,325680.0,7922,0.6
15,1991-11-03,WILL ROGERS' FOLLIES,Musical,Palace,0,8,543304.0,10515,0.93
0,1991-11-10,CATS,Musical,Winter Garden,0,8,433106.0,10315,0.87
1,1991-11-10,CITY OF ANGELS,Musical,Virginia,0,8,344799.0,8015,0.82
2,1991-11-10,DANCING AT LUGHNASA,Play,Plymouth,0,8,226859.0,8315,1.0
3,1991-11-10,GRAND HOTEL,Musical,Martin Beck,0,8,315651.0,8473,0.82
4,1991-11-10,LES MISÉRABLES,Musical,Imperial,0,8,464941.0,10278,0.91
5,1991-11-10,LOST IN YONKERS,Play,Richard Rodgers,0,8,257714.0,7864,0.72
6,1991-11-10,MISS SAIGON,Musical,Broadway,0,8,780494.0,14088,1.0
7,1991-11-10,MOSCOW CIRCUS,Special,Gershwin,0,8,121174.0,5150,0.33
8,1991-11-10,NICK & NORA,Musical,Marquis,8,0,430107.0,11444,0.91
9,1991-11-10,ON BORROWED TIME,Play,Circle In The Square,0,8,100937.0,4339,0.9
10,1991-11-10,ONCE ON THIS ISLAND,Musical,Booth,0,8,103746.0,4201,0.65
11,1991-11-10,PARK YOUR CAR IN HARVARD YARD,Play,Music Box,4,4,120131.0,5678,0.71
12,1991-11-10,SIX DEGREES OF SEPARATION,Play,Vivian Beaumont,0,8,185548.0,5779,0.69
13,1991-11-10,THE HOMECOMING,Play,Criterion,0,8,83018.0,3575,0.9
14,1991-11-10,THE PHANTOM OF THE OPERA,Musical,Majestic,0,8,636136.0,13096,1.02
15,1991-11-10,THE SECRET GARDEN,Musical,St. James,0,8,401969.0,10029,0.76
16,1991-11-10,WILL ROGERS' FOLLIES,Musical,Palace,0,8,536333.0,10335,0.91
0,1991-11-17,CATS,Musical,Winter Garden,0,8,404314.0,9673,0.82
1,1991-11-17,CITY OF ANGELS,Musical,Virginia,0,8,310750.0,7427,0.76
2,1991-11-17,DANCING AT LUGHNASA,Play,Plymouth,0,8,282063.0,7984,0.96
3,1991-11-17,GRAND HOTEL,Musical,Martin Beck,0,8,282287.0,7656,0.74
4,1991-11-17,LES MISÉRABLES,Musical,Imperial,0,8,465730.0,10323,0.91
5,1991-11-17,LOST IN YONKERS,Play,Richard Rodgers,0,8,261104.0,7941,0.73
6,1991-11-17,MISS SAIGON,Musical,Broadway,0,8,781617.0,14088,1.0
7,1991-11-17,MOSCOW CIRCUS,Special,Gershwin,0,8,111742.0,4847,0.31
8,1991-11-17,NICK & NORA,Musical,Marquis,8,0,371934.0,9208,0.73
9,1991-11-17,ON BORROWED TIME,Play,Circle In The Square,0,8,88123.0,3558,0.74
10,1991-11-17,ONCE ON THIS ISLAND,Musical,Booth,0,8,91799.0,4033,0.63
11,1991-11-17,PARK YOUR CAR IN HARVARD YARD,Play,Music Box,0,8,129179.0,6232,0.78
12,1991-11-17,SIX DEGREES OF SEPARATION,Play,Vivian Beaumont,0,8,160646.0,4909,0.58
13,1991-11-17,THE HOMECOMING,Play,Criterion,0,8,89912.0,3841,0.96
14,1991-11-17,THE PHANTOM OF THE OPERA,Musical,Majestic,0,8,635687.0,13096,1.02
15,1991-11-17,THE SECRET GARDEN,Musical,St. James,0,8,361015.0,9056,0.69
16,1991-11-17,WILL ROGERS' FOLLIES,Musical,Palace,0,8,553606.0,10680,0.94
0,1991-11-24,CATS,Musical,Winter Garden,0,8,375660.0,9050,0.76
1,1991-11-24,CATSKILLS ON BROADWAY,Special,Lunt-Fontanne,8,0,102055.0,9845,0.82
2,1991-11-24,CITY OF ANGELS,Musical,Virginia,0,8,300377.0,7213,0.74
3,1991-11-24,DANCING AT LUGHNASA,Play,Plymouth,0,8,267093.0,7626,0.92
4,1991-11-24,GRAND HOTEL,Musical,Martin Beck,0,8,248233.0,6959,0.67
5,1991-11-24,LES MISÉRABLES,Musical,Imperial,0,8,468998.0,10469,0.93
6,1991-11-24,LOST IN YONKERS,Play,Richard Rodgers,0,8,246277.0,7603,0.69
7,1991-11-24,MISS SAIGON,Musical,Broadway,0,8,779435.0,14088,1.0
8,1991-11-24,MOSCOW CIRCUS,Special,Gershwin,0,8,109081.0,3895,0.25
9,1991-11-24,NICK & NORA,Musical,Marquis,8,0,327949.0,8228,0.65
10,1991-11-24,ON BORROWED TIME,Play,Circle In The Square,0,8,73025.0,2995,0.62
11,1991-11-24,ONCE ON THIS ISLAND,Musical,Booth,0,8,85362.0,3412,0.53
12,1991-11-24,PARK YOUR CAR IN HARVARD YARD,Play,Music Box,0,8,131183.0,5784,0.72
13,1991-11-24,SIX DEGREES OF SEPARATION,Play,Vivian Beaumont,0,8,146483.0,4567,0.54
14,1991-11-24,THE CRUCIBLE,Play,Belasco,7,0,117915.0,5513,0.78
15,1991-11-24,THE HOMECOMING,Play,Criterion,0,8,80761.0,3732,0.93
16,1991-11-24,THE PHANTOM OF THE OPERA,Musical,Majestic,0,8,635418.0,13096,1.02
17,1991-11-24,THE SECRET GARDEN,Musical,St. James,0,8,336925.0,8455,0.64
18,1991-11-24,WILL ROGERS' FOLLIES,Musical,Palace,0,8,546285.0,10376,0.91
0,1991-12-01,CATS,Musical,Winter Garden,0,8,497228.0,10674,0.9
1,1991-12-01,CATSKILLS ON BROADWAY,Special,Lunt-Fontanne,8,0,118435.0,6946,0.58
2,1991-12-01,CITY OF ANGELS,Musical,Virginia,0,8,359361.0,8112,0.83
3,1991-12-01,DANCING AT LUGHNASA,Play,Plymouth,0,8,258564.0,7326,0.88
4,1991-12-01,GRAND HOTEL,Musical,Martin Beck,0,8,323845.0,7563,0.73
5,1991-12-01,LES MISÉRABLES,Musical,Imperial,0,8,511466.0,10675,0.94
6,1991-12-01,LOST IN YONKERS,Play,Richard Rodgers,0,8,293603.0,8411,0.77
7,1991-12-01,MISS SAIGON,Musical,Broadway,0,8,784733.0,14088,1.0
8,1991-12-01,MOSCOW CIRCUS,Special,Gershwin,0,8,174465.0,3904,0.25
9,1991-12-01,NICK & NORA,Musical,Marquis,8,0,353472.0,10173,0.81
10,1991-12-01,ON BORROWED TIME,Play,Circle In The Square,0,8,80622.0,2922,0.6
11,1991-12-01,ONCE ON THIS ISLAND,Musical,Booth,0,8,140532.0,4515,0.7
12,1991-12-01,PARK YOUR CAR IN HARVARD YARD,Play,Music Box,0,8,127333.0,5102,0.64
13,1991-12-01,PETER PAN 91,Musical,Minskoff,0,8,320890.0,8806,0.68
14,1991-12-01,SIX DEGREES OF SEPARATION,Play,Vivian Beaumont,0,8,194808.0,5517,0.65
15,1991-12-01,THE CRUCIBLE,Play,Belasco,8,0,165316.0,7153,0.89
16,1991-12-01,THE HOMECOMING,Play,Criterion,0,8,37100.0,2439,0.61
17,1991-12-01,THE PHANTOM OF THE OPERA,Musical,Majestic,0,8,643799.0,13096,1.02
18,1991-12-01,THE SECRET GARDEN,Musical,St. James,0,8,510261.0,10909,0.83
19,1991-12-01,WILL ROGERS' FOLLIES,Musical,Palace,0,8,578519.0,10979,0.97
0,1991-12-08,CATS,Musical,Winter Garden,0,8,426770.0,9966,0.84
1,1991-12-08,CATSKILLS ON BROADWAY,Special,Lunt-Fontanne,3,5,193376.0,8262,0.69
2,1991-12-08,CITY OF ANGELS,Musical,Virginia,0,8,372495.0,8038,0.82
3,1991-12-08,DANCING AT LUGHNASA,Play,Plymouth,0,8,280092.0,7899,0.95
4,1991-12-08,GRAND HOTEL,Musical,Martin Beck,0,8,342030.0,8258,0.8
5,1991-12-08,LES MISÉRABLES,Musical,Imperial,0,8,481709.0,10485,0.93
6,1991-12-08,LOST IN YONKERS,Play,Richard Rodgers,0,8,287535.0,8215,0.75
7,1991-12-08,MISS SAIGON,Musical,Broadway,0,8,782279.0,14088,1.0
8,1991-12-08,NICK & NORA,Musical,Marquis,7,1,406203.0,10602,0.84
9,1991-12-08,ON BORROWED TIME,Play,Circle In The Square,0,8,99397.0,4013,0.83
10,1991-12-08,PARK YOUR CAR IN HARVARD YARD,Play,Music Box,0,8,152873.0,5881,0.74
11,1991-12-08,PETER PAN 91,Musical,Minskoff,0,8,320013.0,8431,0.65
12,1991-12-08,SIX DEGREES OF SEPARATION,Play,Vivian Beaumont,0,8,191051.0,5917,0.7
13,1991-12-08,THE CRUCIBLE,Play,Belasco,8,0,173749.0,7730,0.96
14,1991-12-08,THE HOMECOMING,Play,Criterion,0,8,41960.0,2616,0.66
15,1991-12-08,THE PHANTOM OF THE OPERA,Musical,Majestic,0,8,637186.0,13096,1.02
16,1991-12-08,THE SECRET GARDEN,Musical,St. James,0,8,454096.0,10579,0.8
17,1991-12-08,WILL ROGERS' FOLLIES,Musical,Palace,0,8,582220.0,11380,1.0
0,1991-12-15,CATS,Musical,Winter Garden,0,8,425318.0,9784,0.83
1,1991-12-15,CATSKILLS ON BROADWAY,Special,Lunt-Fontanne,0,8,166454.0,7027,0.59
2,1991-12-15,CITY OF ANGELS,Musical,Virginia,0,8,348586.0,7947,0.81
3,1991-12-15,DANCING AT LUGHNASA,Play,Plymouth,0,8,264908.0,7538,0.91
4,1991-12-15,GRAND HOTEL,Musical,Martin Beck,0,8,313615.0,7856,0.76
5,1991-12-15,LES MISÉRABLES,Musical,Imperial,0,8,479217.0,10550,0.93
6,1991-12-15,LOST IN YONKERS,Play,Richard Rodgers,0,8,284473.0,8343,0.76
7,1991-12-15,MISS SAIGON,Musical,Broadway,0,8,780343.0,14088,1.0
8,1991-12-15,NICK & NORA,Musical,Marquis,0,8,355207.0,9532,0.76
9,1991-12-15,ON BORROWED TIME,Play,Circle In The Square,0,8,78614.0,3244,0.67
10,1991-12-15,PARK YOUR CAR IN HARVARD YARD,Play,Music Box,0,8,137246.0,5790,0.72
11,1991-12-15,PETER PAN 91,Musical,Minskoff,0,8,321380.0,8161,0.63
12,1991-12-15,SIX DEGREES OF SEPARATION,Play,Vivian Beaumont,0,8,200317.0,5881,0.7
13,1991-12-15,THE CRUCIBLE,Play,Belasco,0,7,162287.0,6939,0.98
14,1991-12-15,THE PHANTOM OF THE OPERA,Musical,Majestic,0,8,638666.0,13096,1.02
15,1991-12-15,THE SECRET GARDEN,Musical,St. James,0,8,421335.0,9993,0.76
16,1991-12-15,WILL ROGERS' FOLLIES,Musical,Palace,0,8,588483.0,11371,1.0
0,1991-12-22,A CHRISTMAS CAROL '91,Play,Eugene O'Neill,2,6,289320.0,7978,0.89
1,1991-12-22,CATS,Musical,Winter Garden,0,8,375988.0,8992,0.76
2,1991-12-22,CATSKILLS ON BROADWAY,Special,Lunt-Fontanne,0,8,147359.0,5646,0.47
3,1991-12-22,CITY OF ANGELS,Musical,Virginia,0,8,261219.0,6478,0.66
4,1991-12-22,DANCING AT LUGHNASA,Play,Plymouth,0,8,234496.0,6855,0.83
5,1991-12-22,GRAND HOTEL,Musical,Martin Beck,0,8,191414.0,5031,0.49
6,1991-12-22,LES MISÉRABLES,Musical,Imperial,0,8,467103.0,10331,0.91
7,1991-12-22,LOST IN YONKERS,Play,Richard Rodgers,0,8,185743.0,5597,0.51
8,1991-12-22,MISS SAIGON,Musical,Broadway,0,8,778474.0,14088,1.0
9,1991-12-22,ON BORROWED TIME,Play,Circle In The Square,0,8,59286.0,2533,0.52
10,1991-12-22,PARK YOUR CAR IN HARVARD YARD,Play,Music Box,0,8,97219.0,4444,0.56
11,1991-12-22,PETER PAN 91,Musical,Minskoff,0,8,354596.0,8770,0.68
12,1991-12-22,SIX DEGREES OF SEPARATION,Play,Vivian Beaumont,0,8,188445.0,5615,0.67
13,1991-12-22,THE CRUCIBLE,Play,Belasco,0,8,183033.0,7874,0.97
14,1991-12-22,THE PHANTOM OF THE OPERA,Musical,Majestic,0,8,638778.0,13096,1.02
15,1991-12-22,THE SECRET GARDEN,Musical,St. James,0,8,347699.0,8009,0.61
16,1991-12-22,TWO SHAKESPEAREAN ACTORS,Play,Cort,7,0,52704.0,4555,0.59
17,1991-12-22,WILL ROGERS' FOLLIES,Musical,Palace,0,8,484294.0,9212,0.81
0,1991-12-29,A CHRISTMAS CAROL '91,Play,Eugene O'Neill,0,8,333008.0,8591,0.96
1,1991-12-29,CATS,Musical,Winter Garden,0,8,615165.0,11823,1.0
2,1991-12-29,CATSKILLS ON BROADWAY,Special,Lunt-Fontanne,0,8,248545.0,8496,0.71
3,1991-12-29,CITY OF ANGELS,Musical,Virginia,0,8,430523.0,9138,0.93
4,1991-12-29,DANCING AT LUGHNASA,Play,Plymouth,0,8,276823.0,7835,0.94
5,1991-12-29,GRAND HOTEL,Musical,Martin Beck,0,8,417220.0,9805,0.95
6,1991-12-29,LES MISÉRABLES,Musical,Imperial,0,8,566963.0,11297,1.0
7,1991-12-29,LOST IN YONKERS,Play,Richard Rodgers,0,8,334069.0,9652,0.88
8,1991-12-29,MISS SAIGON,Musical,Broadway,0,8,800315.0,14088,1.0
9,1991-12-29,ON BORROWED TIME,Play,Circle In The Square,0,8,90689.0,3545,0.73
10,1991-12-29,PARK YOUR CAR IN HARVARD YARD,Play,Music Box,0,8,161181.0,5924,0.74
11,1991-12-29,PETER PAN 91,Musical,Minskoff,0,8,532630.0,11781,0.91
12,1991-12-29,SIX DEGREES OF SEPARATION,Play,Vivian Beaumont,0,8,271093.0,7294,0.87
13,1991-12-29,THE CRUCIBLE,Play,Belasco,0,8,191400.0,7230,0.89
14,1991-12-29,THE PHANTOM OF THE OPERA,Musical,Majestic,0,8,661162.0,13096,1.02
15,1991-12-29,THE SECRET GARDEN,Musical,St. James,0,8,556909.0,11692,0.89
16,1991-12-29,TWO SHAKESPEAREAN ACTORS,Play,Cort,7,0,66104.0,4717,0.61
17,1991-12-29,WILL ROGERS' FOLLIES,Musical,Palace,0,8,587108.0,11118,0.98
0,1992-01-05,CATS,Musical,Winter Garden,0,8,576635.0,11450,0.97
1,1992-01-05,CATSKILLS ON BROADWAY,Special,Lunt-Fontanne,0,8,229423.0,6627,0.56
2,1992-01-05,CITY OF ANGELS,Musical,Virginia,0,8,327095.0,8136,0.83
3,1992-01-05,DANCING AT LUGHNASA,Play,Plymouth,0,8,286555.0,7923,0.96
4,1992-01-05,GRAND HOTEL,Musical,Martin Beck,0,8,342497.0,8167,0.79
5,1992-01-05,LES MISÉRABLES,Musical,Imperial,0,8,591729.0,11257,1.0
6,1992-01-05,LOST IN YONKERS,Play,Richard Rodgers,0,8,284600.0,8898,0.81
7,1992-01-05,MISS SAIGON,Musical,Broadway,0,8,837851.0,14088,1.0
8,1992-01-05,ON BORROWED TIME,Play,Circle In The Square,0,7,89963.0,3668,0.87
9,1992-01-05,PARK YOUR CAR IN HARVARD YARD,Play,Music Box,0,8,108262.0,4538,0.57
10,1992-01-05,PETER PAN 91,Musical,Minskoff,0,8,462631.0,10508,0.81
11,1992-01-05,SIX DEGREES OF SEPARATION,Play,Vivian Beaumont,0,8,306814.0,8047,0.96
12,1992-01-05,THE CRUCIBLE,Play,Belasco,0,8,191644.0,7715,0.95
13,1992-01-05,THE PHANTOM OF THE OPERA,Musical,Majestic,0,8,693847.0,13096,1.02
14,1992-01-05,THE SECRET GARDEN,Musical,St. James,0,8,445157.0,10181,0.77
15,1992-01-05,THE VISIT,Play,Criterion,7,0,71884.0,3205,0.92
16,1992-01-05,TWO SHAKESPEAREAN ACTORS,Play,Cort,8,0,66686.0,5179,0.59
17,1992-01-05,WILL ROGERS' FOLLIES,Musical,Palace,0,8,570046.0,10485,0.92
0,1992-01-12,CATS,Musical,Winter Garden,0,8,379857.0,8880,0.75
1,1992-01-12,CATSKILLS ON BROADWAY,Special,Lunt-Fontanne,0,8,224364.0,7237,0.61
2,1992-01-12,CITY OF ANGELS,Musical,Virginia,0,8,282195.0,7635,0.78
3,1992-01-12,DANCING AT LUGHNASA,Play,Plymouth,0,8,269214.0,7847,0.95
4,1992-01-12,GRAND HOTEL,Musical,Martin Beck,0,8,249129.0,6360,0.62
5,1992-01-12,LES MISÉRABLES,Musical,Imperial,0,8,500604.0,10909,0.97
6,1992-01-12,LOST IN YONKERS,Play,Richard Rodgers,0,8,231913.0,7065,0.65
7,1992-01-12,MISS SAIGON,Musical,Broadway,0,8,773439.0,14088,1.0
8,1992-01-12,PARK YOUR CAR IN HARVARD YARD,Play,Music Box,0,8,113162.0,5555,0.69
9,1992-01-12,THE PHANTOM OF THE OPERA,Musical,Majestic,0,8,648056.0,13096,1.02
10,1992-01-12,THE SECRET GARDEN,Musical,St. James,0,8,345606.0,8556,0.65
11,1992-01-12,THE VISIT,Play,Criterion,8,0,80580.0,3869,0.97
12,1992-01-12,TWO SHAKESPEAREAN ACTORS,Play,Cort,8,0,95053.0,7157,0.81
13,1992-01-12,WILL ROGERS' FOLLIES,Musical,Palace,0,8,446182.0,8503,0.75
0,1992-01-19,A LITTLE HOTEL ON THE SIDE,Play,Belasco,8,0,157130.0,6452,0.8
1,1992-01-19,CATS,Musical,Winter Garden,0,8,348218.0,8307,0.7
2,1992-01-19,CATSKILLS ON BROADWAY,Special,Lunt-Fontanne,0,8,222150.0,6923,0.58
3,1992-01-19,CITY OF ANGELS,Musical,Virginia,0,8,325627.0,8854,0.9
4,1992-01-19,CRAZY HE CALLS ME,Play,Walter Kerr,8,0,45439.0,3778,0.5
5,1992-01-19,DANCING AT LUGHNASA,Play,Plymouth,0,8,255047.0,7570,0.91
6,1992-01-19,GRAND HOTEL,Musical,Martin Beck,0,8,236456.0,5418,0.52
7,1992-01-19,LES MISÉRABLES,Musical,Imperial,0,8,487773.0,10925,0.97
8,1992-01-19,LOST IN YONKERS,Play,Richard Rodgers,0,8,210137.0,6789,0.62
9,1992-01-19,MISS SAIGON,Musical,Broadway,0,8,735927.0,14082,1.0
10,1992-01-19,PARK YOUR CAR IN HARVARD YARD,Play,Music Box,0,8,115041.0,5385,0.67
11,1992-01-19,THE PHANTOM OF THE OPERA,Musical,Majestic,0,8,643519.0,13087,1.02
12,1992-01-19,THE SECRET GARDEN,Musical,St. James,0,8,340828.0,8135,0.62
13,1992-01-19,THE VISIT,Play,Criterion,8,0,88545.0,3651,0.91
14,1992-01-19,TWO SHAKESPEAREAN ACTORS,Play,Cort,3,5,84560.0,6046,0.68
15,1992-01-19,WILL ROGERS' FOLLIES,Musical,Palace,0,8,441183.0,8503,0.75
0,1992-01-26,A LITTLE HOTEL ON THE SIDE,Play,Belasco,7,1,158395.0,6865,0.86
1,1992-01-26,CATS,Musical,Winter Garden,0,8,277101.0,6776,0.57
2,1992-01-26,CATSKILLS ON BROADWAY,Special,Lunt-Fontanne,0,8,193888.0,5998,0.5
3,1992-01-26,CRAZY HE CALLS ME,Play,Walter Kerr,8,0,48864.0,3994,0.53
4,1992-01-26,DANCING AT LUGHNASA,Play,Plymouth,0,8,252155.0,7326,0.88
5,1992-01-26,GRAND HOTEL,Musical,Martin Beck,0,8,227483.0,6193,0.6
6,1992-01-26,LES MISÉRABLES,Musical,Imperial,0,8,460810.0,10287,0.91
7,1992-01-26,LOST IN YONKERS,Play,Richard Rodgers,0,8,203119.0,6560,0.6
8,1992-01-26,MISS SAIGON,Musical,Broadway,0,8,759192.0,14088,1.0
9,1992-01-26,PARK YOUR CAR IN HARVARD YARD,Play,Music Box,0,8,103887.0,4840,0.6
10,1992-01-26,THE MOST HAPPY FELLA,Musical,Booth,4,0,51503.0,2772,0.92
11,1992-01-26,THE PHANTOM OF THE OPERA,Musical,Majestic,0,8,640312.0,13011,1.01
12,1992-01-26,THE SECRET GARDEN,Musical,St. James,0,8,295866.0,7577,0.58
13,1992-01-26,THE VISIT,Play,Criterion,3,5,88502.0,3462,0.87
14,1992-01-26,TWO SHAKESPEAREAN ACTORS,Play,Cort,0,8,74116.0,6079,0.69
15,1992-01-26,WILL ROGERS' FOLLIES,Musical,Palace,0,8,396739.0,7538,0.66
0,1992-02-02,A LITTLE HOTEL ON THE SIDE,Play,Belasco,0,8,183168.0,7798,0.97
1,1992-02-02,CATS,Musical,Winter Garden,0,8,288440.0,7134,0.6
2,1992-02-02,CATSKILLS ON BROADWAY,Special,Lunt-Fontanne,0,8,214708.0,6856,0.57
3,1992-02-02,CRAZY FOR YOU,Musical,Shubert,3,0,121818.0,3451,0.79
4,1992-02-02,CRAZY HE CALLS ME,Play,Walter Kerr,0,7,49577.0,3312,0.5
5,1992-02-02,DANCING AT LUGHNASA,Play,Plymouth,0,8,261653.0,7749,0.93
6,1992-02-02,LES MISÉRABLES,Musical,Imperial,0,8,451516.0,10258,0.91
7,1992-02-02,LOST IN YONKERS,Play,Richard Rodgers,0,8,197666.0,6673,0.61
8,1992-02-02,MISS SAIGON,Musical,Broadway,0,8,741472.0,14088,1.0
9,1992-02-02,PARK YOUR CAR IN HARVARD YARD,Play,Music Box,0,8,95354.0,4384,0.55
10,1992-02-02,THE MOST HAPPY FELLA,Musical,Booth,8,0,101536.0,4898,0.81
11,1992-02-02,THE PHANTOM OF THE OPERA,Musical,Majestic,0,8,628874.0,12906,1.0
12,1992-02-02,THE SECRET GARDEN,Musical,St. James,0,8,303060.0,7854,0.6
13,1992-02-02,THE VISIT,Play,Criterion,0,8,91384.0,3728,0.93
14,1992-02-02,TWO SHAKESPEAREAN ACTORS,Play,Cort,0,8,101921.0,6399,0.72
15,1992-02-02,WILL ROGERS' FOLLIES,Musical,Palace,0,8,390010.0,7375,0.65
0,1992-02-09,A LITTLE HOTEL ON THE SIDE,Play,Belasco,0,8,170109.0,7209,0.9
1,1992-02-09,CATS,Musical,Winter Garden,0,8,283711.0,6864,0.58
2,1992-02-09,CATSKILLS ON BROADWAY,Special,Lunt-Fontanne,0,8,199484.0,6050,0.51
3,1992-02-09,CRAZY FOR YOU,Musical,Shubert,8,0,288336.0,8541,0.73
4,1992-02-09,DANCING AT LUGHNASA,Play,Plymouth,0,8,248175.0,7285,0.88
5,1992-02-09,GRAND HOTEL,Musical,Gershwin,0,8,240326.0,8901,0.58
6,1992-02-09,LES MISÉRABLES,Musical,Imperial,0,8,438123.0,10041,0.89
7,1992-02-09,LOST IN YONKERS,Play,Richard Rodgers,0,8,181366.0,5956,0.54
8,1992-02-09,MISS SAIGON,Musical,Broadway,0,8,741091.0,14088,1.0
9,1992-02-09,PARK YOUR CAR IN HARVARD YARD,Play,Music Box,0,8,101880.0,5486,0.69
10,1992-02-09,SEARCH AND DESTROY,Play,Circle In The Square,4,0,19286.0,1580,0.55
11,1992-02-09,THE MOST HAPPY FELLA,Musical,Booth,8,0,97410.0,4734,0.79
12,1992-02-09,THE PHANTOM OF THE OPERA,Musical,Majestic,0,8,625723.0,12771,0.99
13,1992-02-09,THE SECRET GARDEN,Musical,St. James,0,8,258710.0,6854,0.52
14,1992-02-09,THE VISIT,Play,Criterion,0,8,94512.0,3739,0.94
15,1992-02-09,TWO SHAKESPEAREAN ACTORS,Play,Cort,0,8,135732.0,7986,0.9
